Feature_1,Feature_2,Label
0.6957474775421895,1.5777088261987728,0
-0.7114323814776731,2.824813477355264,1
-0.5758960398506726,2.200601057186147,1
-1.6904696956226197,-0.13505793319087545,1
-2.679576217323891,0.8620362096672917,1
1.45563246522748,0.2808572624365643,0
1.2496012325605537,0.6141002339349035,0
1.1171517052234576,-1.650702813589029,2
0.5997459408188206,2.073514901324635,0
1.6030610131553047,-2.022300352658484,2
-1.0035234945868288,2.377476197081969,1
0.9749727127379344,1.1521943763342442,0
1.2263748740275717,0.7834376714092608,0
2.0800884380312805,-1.9663741021816028,2
1.478758559564291,-0.3996392498330472,0
-0.4497489146201983,1.2249794096882218,1
-0.08042615113814833,2.4195027372130067,0
-0.12802935279809413,1.2788379576499151,1
0.7868001809986214,1.3111766735769537,0
1.0425216145832281,0.6887410929426703,0
2.1573935003630123,-1.4327887372129902,2
1.7311527631013877,-0.3742471835237706,0
0.9670984175887455,1.4198423750904077,1
1.6930647033633153,-1.7155857359422375,2
2.291397749383986,-2.1049548787694574,2
1.445341809188849,0.3102794833013175,0
1.110768975907412,1.356602035263754,0
0.8329989629209176,1.4574831825214494,0
-0.8784172068486891,-0.31819967380121983,1
0.9610765615382296,1.0771211333247512,0
-0.6870653145067513,0.4568136216044447,1
1.46100267158248,-0.5755822804150852,2
-2.021182666744738,1.8616229863027312,1
0.9017005737495838,1.5546481378621673,0
0.3566176610959646,2.36229800994402,0
1.9148157112361277,-1.3123796577452658,2
1.059188495166965,1.2144999298016121,0
-0.4422962708181307,0.09535080065830681,1
2.919714157047964,-3.10986369057896,2
0.6080647370849577,-1.372852146395008,1
0.6163345788048475,0.9486889559602346,0
1.3291801543516812,-0.3342796502266637,2
0.550350543750528,1.9895472340493416,0
0.29819299522749443,-0.48798377438785967,2
0.6278273825696241,1.7253244659413658,0
0.46244345452660474,2.4889300424424547,0
-0.18437679093247694,0.22610673784190394,1
1.4563927910256753,-1.659183046729079,2
0.7440910620171753,-1.1261142822392551,2
1.0720090502829271,0.7356338981782757,0
1.335322789778121,0.37205278228617966,0
-3.596251496785756,2.2987013249079142,1
-2.4048291344767256,1.7298805684807448,1
-4.468308936769569,1.1723199746714563,1
-0.3583147894919161,0.1404420746696622,2
1.5732492027681508,-2.017192141644651,2
0.5203776946455496,-0.04538433268275366,2
1.7265250707038506,-1.8699983732380283,2
0.6826725803657505,2.189587957319018,0
-0.6014760921850193,1.7206871753126558,1
-1.045035169611375,0.3111585034085591,1
-1.2453519612978794,3.701309379124005,1
-1.1777136125654963,0.2415192524442883,1
0.7109972085949808,-0.278801253479244,2
0.6391660902615903,1.0161933788864093,0
-2.112732856246504,3.363417132580504,1
0.925804957773759,0.18917803428120217,0
0.5871536845344865,1.5927068379872855,0
-1.1967473472663153,2.668390596326768,1
0.6931808763008382,2.2408957400295098,0
1.5009657153083809,0.9024852897015183,1
-2.3484424661825516,0.1462291729096623,1
-0.15693134654714935,-0.325115798539074,2
-0.5123881543891049,0.16451058711098554,2
1.5154592667833366,-0.00526846779464285,0
1.7966589698798514,-1.7318222428572978,2
1.3923299656103532,1.5827696232756847,1
0.3097569091565213,-1.6112376191580227,2
1.8303766393433225,-1.7108583678801523,2
1.0138549739271796,-0.6126699861753182,2
-0.9481727279713694,1.9898506272675238,1
0.9558059356925545,1.2025534545633467,0
0.2967323988459589,0.743473947202091,1
0.31488683610490587,2.757305557227181,0
1.4437706145128324,-0.6298775588047258,2
-1.1283761885950931,0.5945406163956337,1
-2.006944886682393,1.0771397025071514,1
1.1660732791027573,-1.1699970445351813,2
0.4046189742075377,1.5810068063293043,0
-1.2159120535106855,-0.34547813970081287,1
1.260632887029371,-0.9982049340940176,2
-0.5461072820306501,-0.02616908575267718,2
0.2544774981632847,-1.2209474658377808,2
0.4101616383428578,-0.057445515285850623,2
0.22471776181911496,-0.5751980744367748,2
1.5350477178838091,-0.7611727599025705,2
0.5231544943827535,1.716797055459101,0
2.4383953794259394,-2.3514733565760504,2
0.4402891792637158,0.5603947147438256,1
0.9124906702536141,-1.2441997715670432,2
1.086488728050928,-1.5465820671115458,2
-3.2479155588017297,0.609600877744597,1
1.6036534075803395,0.3245766528318701,0
0.5942739697056034,1.9686117526981117,0
0.14441745681206508,-0.2474144154338771,1
2.3434180597362415,-1.2165086833820724,2
-2.4060993996508113,0.2653584792075523,1
-0.5296659131350956,1.2909474178836313,1
1.3037045433267056,0.4333169633480707,0
1.5867642721338924,-1.4525910326058882,2
1.8240261022941167,-1.4817569986184898,2
-1.1251174272238877,0.1774172535102435,1
0.42750971329100085,-0.912775212398621,2
0.9484427940895547,-1.0491839154716434,2
0.7113915904580848,-0.7515099520457099,2
0.8006915984604204,1.3541364634226454,0
0.12288983964286504,0.604560794222745,1
1.5618436341130397,-1.1088409242891848,2
1.686748949211759,-1.4867661854439724,2
-2.221617427215082,1.0989024909249971,1
0.8029357060439073,1.5672906425414883,0
0.42854445816064224,1.8554757498181302,0
0.5412470807052274,1.4475888342913044,0
1.2575170207695097,0.46414032286361984,1
0.2629047131172434,-0.685523740758943,2
1.1914317728848098,0.9331650485976627,0
-2.3224119523884283,1.7266004383221323,1
-0.6543498697285594,0.4766155657413427,1
0.8120053950609083,0.6752022864156677,0
1.6013912255926483,-0.409465740279769,0
1.0988681442008361,1.351515496645844,0
1.1911630283199643,-0.8558227503924845,2
2.54486151927106,-2.1645464332564273,2
-2.1038820725353076,0.9837837438599913,1
