Feature_1,Feature_2,Label
0.44513,-0.38693,1
-0.037136,0.17074,1
0.27545,0.22876,1
-0.081214,-0.35168,1
0.39261,0.099326,1
0.27068,-0.30665,1
-0.20298,0.21456,1
0.2956,-0.099051,1
0.0050116,0.4875,1
-0.12802,-0.11141,1
-0.11959,-0.35628,1
0.55241,-0.46835,1
-0.0085713,-0.31747,1
-0.10371,-0.52135,1
0.36014,0.20382,1
-0.021558,0.061849,1
0.47534,-0.048516,1
0.12411,-0.59914,1
0.3316,-0.099697,1
-0.28838,-0.05897,1
0.38881,-0.48597,1
0.86987,-0.24874,1
-0.068795,-0.05005,1
0.11061,-0.30221,1
-0.41908,-0.54397,1
0.54397,0.4419,1
0.23151,0.64444,1
0.039019,0.80253,1
0.15188,0.02075,1
-0.4637,0.47914,1
1.223,0.57003,1
0.22492,-0.02226,1
0.033433,-0.13249,1
-0.31759,-0.44423,1
0.4379,-0.28563,1
-0.78011,0.041518,1
0.59918,0.19017,1
0.23674,-0.054921,1
0.48548,0.057006,1
-0.40701,-0.50267,1
0.1275,0.31541,1
0.17762,-0.21067,1
-0.19296,0.38951,1
0.52758,0.16668,1
-0.0025896,0.44551,1
0.14184,-0.33464,1
-0.012069,-0.40981,1
-0.063411,0.034767,1
-0.66769,0.58438,1
0.26099,0.094416,1
-0.36678,-0.33605,1
0.14228,-0.19394,1
0.44906,0.72031,1
-0.35039,-0.38568,1
-0.62768,0.11636,1
0.20276,-0.245,1
0.1983,0.1191,1
-0.2242,-0.76216,1
0.25754,-0.10894,1
-0.057316,-0.74506,1
-0.60044,0.008845,1
0.50958,-0.5503,1
0.2719,-0.099019,1
0.6596,0.56169,1
0.17614,0.17813,1
-0.56748,0.14966,1
0.37608,0.027858,1
-0.07175,0.20257,1
-0.44991,-0.44771,1
0.16477,0.29272,1
0.13324,0.17211,1
0.40885,0.35814,1
0.32189,0.16342,1
-0.41312,-0.46972,1
-0.0037825,0.47385,1
-0.12998,-0.70125,1
0.69236,0.033431,1
0.53413,0.03055,1
-0.1273,0.064182,1
0.34042,-1.0519,1
-0.084261,0.46028,1
-0.32906,0.042639,1
0.24817,0.61695,1
0.12537,-0.018108,1
0.76382,-0.25346,1
0.045156,-0.1112,1
0.083555,-0.22927,1
0.48396,0.46295,1
0.48371,-0.017822,1
-0.30761,-0.25584,1
0.26643,-0.060652,1
-0.057691,0.30313,1
0.32853,-0.23575,1
-0.34465,-0.27489,1
-0.89113,-0.26098,1
-0.13169,0.47994,1
0.25093,0.097411,1
-0.59981,-0.41598,1
0.20415,-0.60135,1
0.10495,0.91053,1
0.11175,-0.16035,1
-0.29599,0.39649,1
