Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
3lines,Uniform,Agglomerative,Average,0.02,0.5181 (0.1)
3lines,Uniform,Agglomerative,Single,0.02,0.4699 (0.1)
3lines,Uniform,Agglomerative,Complete,0.02,0.4441 (0.12)
3lines,Uniform,MultiMember,Average,0.02,0.555 (0.04)
3lines,Uniform,MultiMember,Single,0.02,0.1544 (0.09)
3lines,Uniform,MultiMember,Complete,0.02,0.4095 (0.11)
3lines,Uniform,K-Means,Average,0.05,0.5086 (0.03)
3lines,Uniform,K-Means,Single,0.05,0.0714 (0.1)
3lines,Uniform,K-Means,Complete,0.05,0.3724 (0.08)
3lines,Uniform,Agglomerative,Average,0.05,0.2597 (0.12)
3lines,Uniform,Agglomerative,Single,0.05,0.1841 (0.11)
3lines,Uniform,Agglomerative,Complete,0.05,0.2272 (0.04)
3lines,Uniform,MultiMember,Average,0.05,0.4791 (0.12)
3lines,Uniform,MultiMember,Single,0.05,0.1023 (0.09)
3lines,Uniform,MultiMember,Complete,0.05,0.3117 (0.03)
3lines,Uniform,K-Means,Average,0.1,0.434 (0.03)
3lines,Uniform,K-Means,Single,0.1,0.0676 (0.08)
3lines,Uniform,K-Means,Complete,0.1,0.399 (0.02)
3lines,Uniform,Agglomerative,Average,0.1,0.2402 (0.01)
3lines,Uniform,Agglomerative,Single,0.1,0.2592 (0.03)
3lines,Uniform,Agglomerative,Complete,0.1,0.246 (0.02)
3lines,Uniform,MultiMember,Average,0.1,0.3299 (0.09)
3lines,Uniform,MultiMember,Single,0.1,0.1002 (0.11)
3lines,Uniform,MultiMember,Complete,0.1,0.3139 (0.05)
3lines,Uniform,K-Means,Average,0.15,0.4035 (0.02)
3lines,Uniform,K-Means,Single,0.15,0.0083 (0.0)
3lines,Uniform,K-Means,Complete,0.15,0.2992 (0.08)
3lines,Uniform,Agglomerative,Average,0.15,0.3397 (0.04)
3lines,Uniform,Agglomerative,Single,0.15,0.1663 (0.13)
3lines,Uniform,Agglomerative,Complete,0.15,0.2415 (0.11)
3lines,Uniform,MultiMember,Average,0.15,0.4133 (0.04)
3lines,Uniform,MultiMember,Single,0.15,0.0079 (0.0)
3lines,Uniform,MultiMember,Complete,0.15,0.3152 (0.02)
3lines,Uniform,K-Means,Average,0.25,0.2597 (0.01)
3lines,Uniform,K-Means,Single,0.25,0.0449 (0.06)
3lines,Uniform,K-Means,Complete,0.25,0.2493 (0.04)
3lines,Uniform,Agglomerative,Average,0.25,0.24 (0.01)
3lines,Uniform,Agglomerative,Single,0.25,0.2217 (0.03)
3lines,Uniform,Agglomerative,Complete,0.25,0.1953 (0.02)
3lines,Uniform,MultiMember,Average,0.25,0.2632 (0.01)
3lines,Uniform,MultiMember,Single,0.25,0.0534 (0.05)
3lines,Uniform,MultiMember,Complete,0.25,0.215 (0.05)
3lines,Quantization,K-Means,Average,0,0.6058 (0.07)
3lines,Quantization,K-Means,Single,0,0.1813 (0.22)
3lines,Quantization,K-Means,Complete,0,0.4601 (0.11)
3lines,Quantization,Agglomerative,Average,0,0.5663 (0.06)
3lines,Quantization,Agglomerative,Single,0,0.5264 (0.06)
3lines,Quantization,Agglomerative,Complete,0,0.5453 (0.13)
3lines,Quantization,MultiMember,Average,0,0.6154 (0.05)
3lines,Quantization,MultiMember,Single,0,0.3903 (0.16)
3lines,Quantization,MultiMember,Complete,0,0.4704 (0.13)
3lines,Quantization,K-Means,Average,0.02,0.5917 (0.05)
3lines,Quantization,K-Means,Single,0.02,0.0758 (0.09)
3lines,Quantization,K-Means,Complete,0.02,0.4882 (0.06)
3lines,Quantization,Agglomerative,Average,0.02,0.5458 (0.08)
3lines,Quantization,Agglomerative,Single,0.02,0.575 (0.12)
3lines,Quantization,Agglomerative,Complete,0.02,0.5979 (0.05)
3lines,Quantization,MultiMember,Average,0.02,0.559 (0.04)
3lines,Quantization,MultiMember,Single,0.02,0.427 (0.2)
3lines,Quantization,MultiMember,Complete,0.02,0.4739 (0.07)
3lines,Quantization,K-Means,Average,0.05,0.6153 (0.05)
3lines,Quantization,K-Means,Single,0.05,0.1214 (0.18)
3lines,Quantization,K-Means,Complete,0.05,0.4325 (0.05)
3lines,Quantization,Agglomerative,Average,0.05,0.4434 (0.14)
3lines,Quantization,Agglomerative,Single,0.05,0.4808 (0.0)
3lines,Quantization,Agglomerative,Complete,0.05,0.4255 (0.14)
3lines,Quantization,MultiMember,Average,0.05,0.6162 (0.04)
3lines,Quantization,MultiMember,Single,0.05,0.2607 (0.11)
3lines,Quantization,MultiMember,Complete,0.05,0.4366 (0.08)
3lines,Quantization,K-Means,Average,0.1,0.554 (0.03)
3lines,Quantization,K-Means,Single,0.1,0.0748 (0.13)
3lines,Quantization,K-Means,Complete,0.1,0.4773 (0.05)
3lines,Quantization,Agglomerative,Average,0.1,0.6285 (0.05)
3lines,Quantization,Agglomerative,Single,0.1,0.3027 (0.2)
3lines,Quantization,Agglomerative,Complete,0.1,0.4393 (0.18)
3lines,Quantization,MultiMember,Average,0.1,0.6515 (0.01)
3lines,Quantization,MultiMember,Single,0.1,0.3793 (0.24)
3lines,Quantization,MultiMember,Complete,0.1,0.313 (0.14)
3lines,Quantization,K-Means,Average,0.15,0.5388 (0.01)
3lines,Quantization,K-Means,Single,0.15,0.0093 (0.0)
3lines,Quantization,K-Means,Complete,0.15,0.4045 (0.13)
3lines,Quantization,Agglomerative,Average,0.15,0.4356 (0.06)
3lines,Quantization,Agglomerative,Single,0.15,0.3071 (0.08)
3lines,Quantization,Agglomerative,Complete,0.15,0.4099 (0.06)
3lines,Quantization,MultiMember,Average,0.15,0.5217 (0.01)
3lines,Quantization,MultiMember,Single,0.15,0.2882 (0.18)
3lines,Quantization,MultiMember,Complete,0.15,0.5064 (0.06)
3lines,Quantization,K-Means,Average,0.25,0.5346 (0.01)
3lines,Quantization,K-Means,Single,0.25,0.104 (0.12)
3lines,Quantization,K-Means,Complete,0.25,0.4676 (0.11)
3lines,Quantization,Agglomerative,Average,0.25,0.5086 (0.01)
3lines,Quantization,Agglomerative,Single,0.25,0.3353 (0.13)
3lines,Quantization,Agglomerative,Complete,0.25,0.4893 (0.03)
3lines,Quantization,MultiMember,Average,0.25,0.5157 (0.01)
3lines,Quantization,MultiMember,Single,0.25,0.2426 (0.14)
3lines,Quantization,MultiMember,Complete,0.25,0.4646 (0.05)
3rings,Gaussian,K-Means,Average,0,0.3796 (0.01)
3rings,Gaussian,K-Means,Single,0,1.0 (0.0)
3rings,Gaussian,K-Means,Complete,0,0.5101 (0.07)
3rings,Gaussian,Agglomerative,Average,0,0.2221 (0.13)
3rings,Gaussian,Agglomerative,Single,0,0.4826 (0.04)
3rings,Gaussian,Agglomerative,Complete,0,0.2691 (0.14)
3rings,Gaussian,MultiMember,Average,0,0.1229 (0.02)
3rings,Gaussian,MultiMember,Single,0,0.4976 (0.06)
3rings,Gaussian,MultiMember,Complete,0,0.2847 (0.14)
3rings,Gaussian,K-Means,Average,0.02,0.3646 (0.0)
3rings,Gaussian,K-Means,Single,0.02,0.8545 (0.16)
3rings,Gaussian,K-Means,Complete,0.02,0.4968 (0.01)
3rings,Gaussian,Agglomerative,Average,0.02,0.1144 (0.0)
3rings,Gaussian,Agglomerative,Single,0.02,0.4158 (0.05)
3rings,Gaussian,Agglomerative,Complete,0.02,0.1149 (0.0)
3rings,Gaussian,MultiMember,Average,0.02,0.0974 (0.02)
3rings,Gaussian,MultiMember,Single,0.02,0.4788 (0.1)
3rings,Gaussian,MultiMember,Complete,0.02,0.1953 (0.14)
3rings,Gaussian,K-Means,Average,0.05,0.0984 (0.02)
3rings,Gaussian,K-Means,Single,0.05,0.4515 (0.0)
3rings,Gaussian,K-Means,Complete,0.05,0.3326 (0.03)
3rings,Gaussian,Agglomerative,Average,0.05,0.0973 (0.01)
3rings,Gaussian,Agglomerative,Single,0.05,0.324 (0.02)
3rings,Gaussian,Agglomerative,Complete,0.05,0.108 (0.01)
3rings,Gaussian,MultiMember,Average,0.05,0.1416 (0.08)
3rings,Gaussian,MultiMember,Single,0.05,0.3978 (0.06)
3rings,Gaussian,MultiMember,Complete,0.05,0.1912 (0.11)
3rings,Gaussian,K-Means,Average,0.1,0.0823 (0.02)
3rings,Gaussian,K-Means,Single,0.1,0.2288 (0.18)
3rings,Gaussian,K-Means,Complete,0.1,0.2384 (0.05)
3rings,Gaussian,Agglomerative,Average,0.1,0.0634 (0.02)
3rings,Gaussian,Agglomerative,Single,0.1,0.1 (0.03)
3rings,Gaussian,Agglomerative,Complete,0.1,0.0651 (0.03)
3rings,Gaussian,MultiMember,Average,0.1,0.0611 (0.01)
3rings,Gaussian,MultiMember,Single,0.1,0.2209 (0.13)
3rings,Gaussian,MultiMember,Complete,0.1,0.084 (0.05)
3rings,Gaussian,K-Means,Average,0.15,0.0768 (0.03)
3rings,Gaussian,K-Means,Single,0.15,0.1597 (0.12)
3rings,Gaussian,K-Means,Complete,0.15,0.1629 (0.04)
3rings,Gaussian,Agglomerative,Average,0.15,0.031 (0.0)
3rings,Gaussian,Agglomerative,Single,0.15,0.03 (0.0)
3rings,Gaussian,Agglomerative,Complete,0.15,0.0457 (0.03)
3rings,Gaussian,MultiMember,Average,0.15,0.0499 (0.02)
3rings,Gaussian,MultiMember,Single,0.15,0.2046 (0.1)
3rings,Gaussian,MultiMember,Complete,0.15,0.12 (0.08)
3rings,Gaussian,K-Means,Average,0.25,0.0773 (0.05)
3rings,Gaussian,K-Means,Single,0.25,0.0494 (0.07)
3rings,Gaussian,K-Means,Complete,0.25,0.1441 (0.01)
3rings,Gaussian,Agglomerative,Average,0.25,0.0319 (0.01)
3rings,Gaussian,Agglomerative,Single,0.25,0.0235 (0.01)
3rings,Gaussian,Agglomerative,Complete,0.25,0.0385 (0.02)
3rings,Gaussian,MultiMember,Average,0.25,0.0334 (0.01)
3rings,Gaussian,MultiMember,Single,0.25,0.0436 (0.02)
3rings,Gaussian,MultiMember,Complete,0.25,0.0491 (0.03)
3rings,Uniform,K-Means,Average,0,0.3762 (0.01)
3rings,Uniform,K-Means,Single,0,0.953 (0.09)
3rings,Uniform,K-Means,Complete,0,0.5118 (0.06)
3rings,Uniform,Agglomerative,Average,0,0.3126 (0.13)
3rings,Uniform,Agglomerative,Single,0,0.4289 (0.04)
3rings,Uniform,Agglomerative,Complete,0,0.264 (0.14)
3rings,Uniform,MultiMember,Average,0,0.2727 (0.13)
3rings,Uniform,MultiMember,Single,0,0.5517 (0.04)
3rings,Uniform,MultiMember,Complete,0,0.4161 (0.02)
3rings,Uniform,K-Means,Average,0.02,0.3249 (0.0)
3rings,Uniform,K-Means,Single,0.02,0.8012 (0.18)
3rings,Uniform,K-Means,Complete,0.02,0.4054 (0.13)
3rings,Uniform,Agglomerative,Average,0.02,0.1118 (0.02)
3rings,Uniform,Agglomerative,Single,0.02,0.2894 (0.09)
3rings,Uniform,Agglomerative,Complete,0.02,0.1003 (0.0)
3rings,Uniform,MultiMember,Average,0.02,0.0922 (0.01)
3rings,Uniform,MultiMember,Single,0.02,0.4548 (0.02)
3rings,Uniform,MultiMember,Complete,0.02,0.1532 (0.09)
3rings,Uniform,K-Means,Average,0.05,0.1814 (0.11)
3rings,Uniform,K-Means,Single,0.05,0.53 (0.13)
3rings,Uniform,K-Means,Complete,0.05,0.3469 (0.03)
3rings,Uniform,Agglomerative,Average,0.05,0.0876 (0.01)
3rings,Uniform,Agglomerative,Single,0.05,0.1188 (0.11)
3rings,Uniform,Agglomerative,Complete,0.05,0.0801 (0.01)
3rings,Uniform,MultiMember,Average,0.05,0.1715 (0.11)
3rings,Uniform,MultiMember,Single,0.05,0.5291 (0.13)
3rings,Uniform,MultiMember,Complete,0.05,0.2011 (0.14)
3rings,Uniform,K-Means,Average,0.1,0.1077 (0.07)
3rings,Uniform,K-Means,Single,0.1,0.2086 (0.16)
3rings,Uniform,K-Means,Complete,0.1,0.2334 (0.01)
3rings,Uniform,Agglomerative,Average,0.1,0.0703 (0.01)
3rings,Uniform,Agglomerative,Single,0.1,0.0907 (0.06)
3rings,Uniform,Agglomerative,Complete,0.1,0.104 (0.08)
3rings,Uniform,MultiMember,Average,0.1,0.1037 (0.07)
3rings,Uniform,MultiMember,Single,0.1,0.2947 (0.12)
3rings,Uniform,MultiMember,Complete,0.1,0.1489 (0.07)
3rings,Uniform,K-Means,Average,0.15,0.0736 (0.02)
3rings,Uniform,K-Means,Single,0.15,0.1376 (0.15)
3rings,Uniform,K-Means,Complete,0.15,0.2376 (0.01)
3rings,Uniform,Agglomerative,Average,0.15,0.0805 (0.0)
3rings,Uniform,Agglomerative,Single,0.15,0.0932 (0.01)
3rings,Uniform,Agglomerative,Complete,0.15,0.0792 (0.0)
3rings,Uniform,MultiMember,Average,0.15,0.0808 (0.01)
3rings,Uniform,MultiMember,Single,0.15,0.2055 (0.12)
3rings,Uniform,MultiMember,Complete,0.15,0.0641 (0.01)
3rings,Uniform,K-Means,Average,0.25,0.0269 (0.01)
3rings,Uniform,K-Means,Single,0.25,0.1725 (0.01)
3rings,Uniform,K-Means,Complete,0.25,0.1155 (0.0)
3rings,Uniform,Agglomerative,Average,0.25,0.0439 (0.0)
3rings,Uniform,Agglomerative,Single,0.25,0.0321 (0.01)
3rings,Uniform,Agglomerative,Complete,0.25,0.0375 (0.01)
3rings,Uniform,MultiMember,Average,0.25,0.0371 (0.01)
3rings,Uniform,MultiMember,Single,0.25,0.0833 (0.05)
3rings,Uniform,MultiMember,Complete,0.25,0.0575 (0.02)
3rings,Quantization,K-Means,Average,0,0.4115 (0.07)
3rings,Quantization,K-Means,Single,0,0.997 (0.01)
3rings,Quantization,K-Means,Complete,0,0.4595 (0.06)
3rings,Quantization,Agglomerative,Average,0,0.2863 (0.13)
3rings,Quantization,Agglomerative,Single,0,0.4916 (0.04)
3rings,Quantization,Agglomerative,Complete,0,0.2968 (0.11)
3rings,Quantization,MultiMember,Average,0,0.1574 (0.11)
3rings,Quantization,MultiMember,Single,0,0.5659 (0.13)
3rings,Quantization,MultiMember,Complete,0,0.2935 (0.16)
3rings,Quantization,K-Means,Average,0.02,0.3749 (0.0)
3rings,Quantization,K-Means,Single,0.02,0.9848 (0.0)
3rings,Quantization,K-Means,Complete,0.02,0.4307 (0.01)
3rings,Quantization,Agglomerative,Average,0.02,0.2721 (0.13)
3rings,Quantization,Agglomerative,Single,0.02,0.4264 (0.05)
3rings,Quantization,Agglomerative,Complete,0.02,0.206 (0.13)
3rings,Quantization,MultiMember,Average,0.02,0.1257 (0.01)
3rings,Quantization,MultiMember,Single,0.02,0.5221 (0.08)
3rings,Quantization,MultiMember,Complete,0.02,0.3852 (0.15)
3rings,Quantization,K-Means,Average,0.05,0.3699 (0.0)
3rings,Quantization,K-Means,Single,0.05,0.5886 (0.07)
3rings,Quantization,K-Means,Complete,0.05,0.4646 (0.05)
3rings,Quantization,Agglomerative,Average,0.05,0.1375 (0.01)
3rings,Quantization,Agglomerative,Single,0.05,0.5245 (0.08)
3rings,Quantization,Agglomerative,Complete,0.05,0.2234 (0.07)
3rings,Quantization,MultiMember,Average,0.05,0.1795 (0.1)
3rings,Quantization,MultiMember,Single,0.05,0.4946 (0.07)
3rings,Quantization,MultiMember,Complete,0.05,0.2329 (0.12)
3rings,Quantization,K-Means,Average,0.1,0.3565 (0.01)
3rings,Quantization,K-Means,Single,0.1,0.5294 (0.01)
3rings,Quantization,K-Means,Complete,0.1,0.4863 (0.05)
3rings,Quantization,Agglomerative,Average,0.1,0.177 (0.1)
3rings,Quantization,Agglomerative,Single,0.1,0.3915 (0.01)
3rings,Quantization,Agglomerative,Complete,0.1,0.188 (0.11)
3rings,Quantization,MultiMember,Average,0.1,0.1598 (0.1)
3rings,Quantization,MultiMember,Single,0.1,0.4546 (0.08)
3rings,Quantization,MultiMember,Complete,0.1,0.3188 (0.13)
3rings,Quantization,K-Means,Average,0.15,0.3601 (0.01)
3rings,Quantization,K-Means,Single,0.15,0.5089 (0.02)
3rings,Quantization,K-Means,Complete,0.15,0.4207 (0.06)
3rings,Quantization,Agglomerative,Average,0.15,0.0953 (0.02)
3rings,Quantization,Agglomerative,Single,0.15,0.4124 (0.02)
3rings,Quantization,Agglomerative,Complete,0.15,0.287 (0.1)
3rings,Quantization,MultiMember,Average,0.15,0.1808 (0.09)
3rings,Quantization,MultiMember,Single,0.15,0.5182 (0.04)
3rings,Quantization,MultiMember,Complete,0.15,0.36 (0.07)
3rings,Quantization,K-Means,Average,0.25,0.368 (0.0)
3rings,Quantization,K-Means,Single,0.25,0.3677 (0.18)
3rings,Quantization,K-Means,Complete,0.25,0.4735 (0.07)
3rings,Quantization,Agglomerative,Average,0.25,0.1246 (0.01)
3rings,Quantization,Agglomerative,Single,0.25,0.1574 (0.13)
3rings,Quantization,Agglomerative,Complete,0.25,0.1185 (0.0)
3rings,Quantization,MultiMember,Average,0.25,0.1022 (0.02)
3rings,Quantization,MultiMember,Single,0.25,0.4188 (0.08)
3rings,Quantization,MultiMember,Complete,0.25,0.3324 (0.11)
5blobs,Gaussian,K-Means,Average,0,1.0 (0.0)
5blobs,Gaussian,K-Means,Single,0,1.0 (0.0)
5blobs,Gaussian,K-Means,Complete,0,1.0 (0.0)
5blobs,Gaussian,Agglomerative,Average,0,1.0 (0.0)
5blobs,Gaussian,Agglomerative,Single,0,1.0 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Average,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Single,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Complete,0,1.0 (0.0)
5blobs,Gaussian,K-Means,Average,0.02,0.9311 (0.0)
5blobs,Gaussian,K-Means,Single,0.02,0.9323 (0.0)
5blobs,Gaussian,K-Means,Complete,0.02,0.9334 (0.0)
5blobs,Gaussian,Agglomerative,Average,0.02,0.9354 (0.01)
5blobs,Gaussian,Agglomerative,Single,0.02,0.9404 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0.02,0.9354 (0.01)
5blobs,Gaussian,MultiMember,Average,0.02,0.912 (0.03)
5blobs,Gaussian,MultiMember,Single,0.02,0.9346 (0.01)
5blobs,Gaussian,MultiMember,Complete,0.02,0.8913 (0.05)
5blobs,Gaussian,K-Means,Average,0.05,0.8347 (0.0)
5blobs,Gaussian,K-Means,Single,0.05,0.7386 (0.04)
5blobs,Gaussian,K-Means,Complete,0.05,0.832 (0.0)
5blobs,Gaussian,Agglomerative,Average,0.05,0.7897 (0.04)
5blobs,Gaussian,Agglomerative,Single,0.05,0.7644 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0.05,0.7679 (0.03)
5blobs,Gaussian,MultiMember,Average,0.05,0.8254 (0.0)
5blobs,Gaussian,MultiMember,Single,0.05,0.8077 (0.04)
5blobs,Gaussian,MultiMember,Complete,0.05,0.7609 (0.05)
5blobs,Gaussian,K-Means,Average,0.1,0.7352 (0.01)
5blobs,Gaussian,K-Means,Single,0.1,0.5792 (0.13)
5blobs,Gaussian,K-Means,Complete,0.1,0.7338 (0.01)
5blobs,Gaussian,Agglomerative,Average,0.1,0.6277 (0.03)
5blobs,Gaussian,Agglomerative,Single,0.1,0.5897 (0.07)
5blobs,Gaussian,Agglomerative,Complete,0.1,0.6467 (0.0)
5blobs,Gaussian,MultiMember,Average,0.1,0.7381 (0.01)
5blobs,Gaussian,MultiMember,Single,0.1,0.3981 (0.16)
5blobs,Gaussian,MultiMember,Complete,0.1,0.6575 (0.06)
5blobs,Gaussian,K-Means,Average,0.15,0.642 (0.01)
5blobs,Gaussian,K-Means,Single,0.15,0.5782 (0.02)
5blobs,Gaussian,K-Means,Complete,0.15,0.5713 (0.01)
5blobs,Gaussian,Agglomerative,Average,0.15,0.5821 (0.05)
5blobs,Gaussian,Agglomerative,Single,0.15,0.5685 (0.07)
5blobs,Gaussian,Agglomerative,Complete,0.15,0.499 (0.03)
5blobs,Gaussian,MultiMember,Average,0.15,0.6402 (0.0)
5blobs,Gaussian,MultiMember,Single,0.15,0.5684 (0.05)
5blobs,Gaussian,MultiMember,Complete,0.15,0.5442 (0.04)
5blobs,Gaussian,K-Means,Average,0.25,0.4974 (0.01)
5blobs,Gaussian,K-Means,Single,0.25,0.2508 (0.05)
5blobs,Gaussian,K-Means,Complete,0.25,0.4333 (0.03)
5blobs,Gaussian,Agglomerative,Average,0.25,0.4295 (0.03)
5blobs,Gaussian,Agglomerative,Single,0.25,0.3569 (0.03)
5blobs,Gaussian,Agglomerative,Complete,0.25,0.4243 (0.03)
5blobs,Gaussian,MultiMember,Average,0.25,0.4743 (0.01)
5blobs,Gaussian,MultiMember,Single,0.25,0.3472 (0.07)
5blobs,Gaussian,MultiMember,Complete,0.25,0.4079 (0.04)
5blobs,Uniform,K-Means,Average,0,1.0 (0.0)
5blobs,Uniform,K-Means,Single,0,1.0 (0.0)
5blobs,Uniform,K-Means,Complete,0,1.0 (0.0)
5blobs,Uniform,Agglomerative,Average,0,1.0 (0.0)
5blobs,Uniform,Agglomerative,Single,0,1.0 (0.0)
5blobs,Uniform,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Average,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Single,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Complete,0,1.0 (0.0)
5blobs,Uniform,K-Means,Average,0.02,0.9325 (0.0)
5blobs,Uniform,K-Means,Single,0.02,0.9157 (0.03)
5blobs,Uniform,K-Means,Complete,0.02,0.9337 (0.0)
5blobs,Uniform,Agglomerative,Average,0.02,0.9173 (0.02)
5blobs,Uniform,Agglomerative,Single,0.02,0.9239 (0.0)
5blobs,Uniform,Agglomerative,Complete,0.02,0.8457 (0.06)
5blobs,Uniform,MultiMember,Average,0.02,0.9301 (0.0)
5blobs,Uniform,MultiMember,Single,0.02,0.8762 (0.05)
5blobs,Uniform,MultiMember,Complete,0.02,0.9035 (0.05)
5blobs,Uniform,K-Means,Average,0.05,0.8597 (0.0)
5blobs,Uniform,K-Means,Single,0.05,0.8433 (0.04)
5blobs,Uniform,K-Means,Complete,0.05,0.859 (0.0)
5blobs,Uniform,Agglomerative,Average,0.05,0.8538 (0.0)
5blobs,Uniform,Agglomerative,Single,0.05,0.8553 (0.0)
5blobs,Uniform,Agglomerative,Complete,0.05,0.7933 (0.05)
5blobs,Uniform,MultiMember,Average,0.05,0.8677 (0.0)
5blobs,Uniform,MultiMember,Single,0.05,0.8062 (0.04)
5blobs,Uniform,MultiMember,Complete,0.05,0.7822 (0.08)
5blobs,Uniform,K-Means,Average,0.1,0.7328 (0.01)
5blobs,Uniform,K-Means,Single,0.1,0.6497 (0.06)
5blobs,Uniform,K-Means,Complete,0.1,0.7193 (0.02)
5blobs,Uniform,Agglomerative,Average,0.1,0.7215 (0.01)
5blobs,Uniform,Agglomerative,Single,0.1,0.6573 (0.02)
5blobs,Uniform,Agglomerative,Complete,0.1,0.6954 (0.03)
5blobs,Uniform,MultiMember,Average,0.1,0.734 (0.0)
5blobs,Uniform,MultiMember,Single,0.1,0.7025 (0.03)
5blobs,Uniform,MultiMember,Complete,0.1,0.6899 (0.04)
5blobs,Uniform,K-Means,Average,0.15,0.6469 (0.0)
5blobs,Uniform,K-Means,Single,0.15,0.4565 (0.05)
5blobs,Uniform,K-Means,Complete,0.15,0.5892 (0.05)
5blobs,Uniform,Agglomerative,Average,0.15,0.6089 (0.0)
5blobs,Uniform,Agglomerative,Single,0.15,0.5242 (0.04)
5blobs,Uniform,Agglomerative,Complete,0.15,0.545 (0.04)
5blobs,Uniform,MultiMember,Average,0.15,0.6424 (0.01)
5blobs,Uniform,MultiMember,Single,0.15,0.4874 (0.05)
5blobs,Uniform,MultiMember,Complete,0.15,0.5897 (0.04)
5blobs,Uniform,K-Means,Average,0.25,0.4505 (0.0)
5blobs,Uniform,K-Means,Single,0.25,0.2245 (0.17)
5blobs,Uniform,K-Means,Complete,0.25,0.4192 (0.04)
5blobs,Uniform,Agglomerative,Average,0.25,0.4129 (0.02)
5blobs,Uniform,Agglomerative,Single,0.25,0.3821 (0.04)
5blobs,Uniform,Agglomerative,Complete,0.25,0.4129 (0.02)
5blobs,Uniform,MultiMember,Average,0.25,0.4444 (0.01)
5blobs,Uniform,MultiMember,Single,0.25,0.308 (0.0)
5blobs,Uniform,MultiMember,Complete,0.25,0.3931 (0.03)
5blobs,Quantization,K-Means,Average,0,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0,1.0 (0.0)
5blobs,Quantization,Agglomerative,Average,0,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0,1.0 (0.0)
5blobs,Quantization,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Average,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Single,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0,1.0 (0.0)
5blobs,Quantization,K-Means,Average,0.02,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0.02,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0.02,1.0 (0.0)
5blobs,Quantization,Agglomerative,Average,0.02,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0.02,1.0 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.02,0.973 (0.05)
5blobs,Quantization,MultiMember,Average,0.02,1.0 (0.0)
5blobs,Quantization,MultiMember,Single,0.02,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0.02,1.0 (0.0)
5blobs,Quantization,K-Means,Average,0.05,0.9976 (0.0)
5blobs,Quantization,K-Means,Single,0.05,0.9952 (0.0)
5blobs,Quantization,K-Means,Complete,0.05,0.994 (0.0)
5blobs,Quantization,Agglomerative,Average,0.05,0.994 (0.0)
5blobs,Quantization,Agglomerative,Single,0.05,0.994 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Average,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Single,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Complete,0.05,0.994 (0.0)
5blobs,Quantization,K-Means,Average,0.1,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0.1,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0.1,1.0 (0.0)
5blobs,Quantization,Agglomerative,Average,0.1,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0.1,0.9387 (0.06)
5blobs,Quantization,Agglomerative,Complete,0.1,0.9923 (0.02)
5blobs,Quantization,MultiMember,Average,0.1,1.0 (0.0)
5blobs,Quantization,MultiMember,Single,0.1,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0.1,1.0 (0.0)
5blobs,Quantization,K-Means,Average,0.15,0.9898 (0.01)
5blobs,Quantization,K-Means,Single,0.15,0.994 (0.0)
5blobs,Quantization,K-Means,Complete,0.15,0.9898 (0.01)
5blobs,Quantization,Agglomerative,Average,0.15,0.994 (0.0)
5blobs,Quantization,Agglomerative,Single,0.15,0.994 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.15,0.9735 (0.04)
5blobs,Quantization,MultiMember,Average,0.15,0.994 (0.0)
5blobs,Quantization,MultiMember,Single,0.15,0.994 (0.0)
5blobs,Quantization,MultiMember,Complete,0.15,0.994 (0.0)
5blobs,Quantization,K-Means,Average,0.25,0.994 (0.0)
5blobs,Quantization,K-Means,Single,0.25,0.994 (0.0)
5blobs,Quantization,K-Means,Complete,0.25,0.994 (0.0)
5blobs,Quantization,Agglomerative,Average,0.25,0.9916 (0.0)
5blobs,Quantization,Agglomerative,Single,0.25,0.9904 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.25,0.9372 (0.06)
