Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
3lines,Uniform,K-Means,Complete,0.02,0.4423 (0.03)
3lines,Uniform,Agglomerative,Average,0.02,0.4444 (0.1)
3lines,Uniform,Agglomerative,Single,0.02,0.4899 (0.09)
3lines,Uniform,Agglomerative,Complete,0.02,0.3127 (0.15)
3lines,Uniform,MultiMember,Average,0.02,0.531 (0.04)
3lines,Uniform,MultiMember,Single,0.02,0.1372 (0.17)
3lines,Uniform,MultiMember,Complete,0.02,0.3721 (0.15)
3lines,Uniform,K-Means,Average,0.05,0.5151 (0.02)
3lines,Uniform,K-Means,Single,0.05,0.1613 (0.18)
3lines,Uniform,K-Means,Complete,0.05,0.4397 (0.05)
3lines,Uniform,Agglomerative,Average,0.05,0.3781 (0.21)
3lines,Uniform,Agglomerative,Single,0.05,0.3691 (0.19)
3lines,Uniform,Agglomerative,Complete,0.05,0.5001 (0.09)
3lines,Uniform,MultiMember,Average,0.05,0.5251 (0.05)
3lines,Uniform,MultiMember,Single,0.05,0.2557 (0.15)
3lines,Uniform,MultiMember,Complete,0.05,0.4308 (0.15)
3lines,Uniform,K-Means,Average,0.1,0.395 (0.02)
3lines,Uniform,K-Means,Single,0.1,0.0102 (0.0)
3lines,Uniform,K-Means,Complete,0.1,0.3032 (0.07)
3lines,Uniform,Agglomerative,Average,0.1,0.13 (0.15)
3lines,Uniform,Agglomerative,Single,0.1,0.2248 (0.11)
3lines,Uniform,Agglomerative,Complete,0.1,0.3137 (0.13)
3lines,Uniform,MultiMember,Average,0.1,0.3813 (0.07)
3lines,Uniform,MultiMember,Single,0.1,0.0118 (0.01)
3lines,Uniform,MultiMember,Complete,0.1,0.2521 (0.09)
3lines,Uniform,K-Means,Average,0.15,0.2949 (0.04)
3lines,Uniform,K-Means,Single,0.15,0.0534 (0.09)
3lines,Uniform,K-Means,Complete,0.15,0.2462 (0.05)
3lines,Uniform,Agglomerative,Average,0.15,0.341 (0.04)
3lines,Uniform,Agglomerative,Single,0.15,0.1997 (0.06)
3lines,Uniform,Agglomerative,Complete,0.15,0.2754 (0.08)
3lines,Uniform,MultiMember,Average,0.15,0.3632 (0.02)
3lines,Uniform,MultiMember,Single,0.15,0.04 (0.02)
3lines,Uniform,MultiMember,Complete,0.15,0.2585 (0.08)
3lines,Uniform,K-Means,Average,0.25,0.1872 (0.02)
3lines,Uniform,K-Means,Single,0.25,0.017 (0.02)
3lines,Uniform,K-Means,Complete,0.25,0.2198 (0.03)
3lines,Uniform,Agglomerative,Average,0.25,0.16 (0.06)
3lines,Uniform,Agglomerative,Single,0.25,0.0726 (0.04)
3lines,Uniform,Agglomerative,Complete,0.25,0.1447 (0.05)
3lines,Uniform,MultiMember,Average,0.25,0.1884 (0.03)
3lines,Uniform,MultiMember,Single,0.25,0.0428 (0.02)
3lines,Uniform,MultiMember,Complete,0.25,0.1515 (0.03)
3lines,Quantization,K-Means,Average,0,0.5436 (0.04)
3lines,Quantization,K-Means,Single,0,0.0902 (0.14)
3lines,Quantization,K-Means,Complete,0,0.4664 (0.02)
3lines,Quantization,Agglomerative,Average,0,0.4405 (0.12)
3lines,Quantization,Agglomerative,Single,0,0.367 (0.19)
3lines,Quantization,Agglomerative,Complete,0,0.4249 (0.24)
3lines,Quantization,MultiMember,Average,0,0.5683 (0.06)
3lines,Quantization,MultiMember,Single,0,0.2 (0.21)
3lines,Quantization,MultiMember,Complete,0,0.4154 (0.09)
3lines,Quantization,K-Means,Average,0.02,0.5808 (0.01)
3lines,Quantization,K-Means,Single,0.02,0.0829 (0.13)
3lines,Quantization,K-Means,Complete,0.02,0.5126 (0.08)
3lines,Quantization,Agglomerative,Average,0.02,0.5351 (0.12)
3lines,Quantization,Agglomerative,Single,0.02,0.5379 (0.11)
3lines,Quantization,Agglomerative,Complete,0.02,0.3629 (0.23)
3lines,Quantization,MultiMember,Average,0.02,0.5747 (0.07)
3lines,Quantization,MultiMember,Single,0.02,0.1032 (0.12)
3lines,Quantization,MultiMember,Complete,0.02,0.3849 (0.14)
3lines,Quantization,K-Means,Average,0.05,0.5425 (0.04)
3lines,Quantization,K-Means,Single,0.05,0.0466 (0.07)
3lines,Quantization,K-Means,Complete,0.05,0.4946 (0.03)
3lines,Quantization,Agglomerative,Average,0.05,0.4778 (0.24)
3lines,Quantization,Agglomerative,Single,0.05,0.5264 (0.1)
3lines,Quantization,Agglomerative,Complete,0.05,0.5498 (0.11)
3lines,Quantization,MultiMember,Average,0.05,0.5801 (0.02)
3lines,Quantization,MultiMember,Single,0.05,0.1161 (0.21)
3lines,Quantization,MultiMember,Complete,0.05,0.4685 (0.09)
3lines,Quantization,K-Means,Average,0.1,0.5857 (0.02)
3lines,Quantization,K-Means,Single,0.1,0.097 (0.17)
3lines,Quantization,K-Means,Complete,0.1,0.4667 (0.09)
3lines,Quantization,Agglomerative,Average,0.1,0.3968 (0.08)
3lines,Quantization,Agglomerative,Single,0.1,0.2714 (0.2)
3lines,Quantization,Agglomerative,Complete,0.1,0.3456 (0.05)
3lines,Quantization,MultiMember,Average,0.1,0.5268 (0.12)
3lines,Quantization,MultiMember,Single,0.1,0.1243 (0.18)
3lines,Quantization,MultiMember,Complete,0.1,0.3282 (0.14)
3lines,Quantization,K-Means,Average,0.15,0.5293 (0.07)
3lines,Quantization,K-Means,Single,0.15,0.0782 (0.14)
3lines,Quantization,K-Means,Complete,0.15,0.3573 (0.02)
3lines,Quantization,Agglomerative,Average,0.15,0.4267 (0.06)
3lines,Quantization,Agglomerative,Single,0.15,0.0748 (0.13)
3lines,Quantization,Agglomerative,Complete,0.15,0.296 (0.08)
3lines,Quantization,MultiMember,Average,0.15,0.4047 (0.2)
3lines,Quantization,MultiMember,Single,0.15,0.016 (0.01)
3lines,Quantization,MultiMember,Complete,0.15,0.3792 (0.15)
3lines,Quantization,K-Means,Average,0.25,0.5453 (0.02)
3lines,Quantization,K-Means,Single,0.25,0.0127 (0.01)
3lines,Quantization,K-Means,Complete,0.25,0.4348 (0.09)
3lines,Quantization,Agglomerative,Average,0.25,0.2509 (0.19)
3lines,Quantization,Agglomerative,Single,0.25,0.3621 (0.04)
3lines,Quantization,Agglomerative,Complete,0.25,0.3442 (0.12)
3lines,Quantization,MultiMember,Average,0.25,0.3613 (0.19)
3lines,Quantization,MultiMember,Single,0.25,0.0721 (0.12)
3lines,Quantization,MultiMember,Complete,0.25,0.2009 (0.11)
3rings,Gaussian,K-Means,Average,0,0.3172 (0.11)
3rings,Gaussian,K-Means,Single,0,0.6733 (0.18)
3rings,Gaussian,K-Means,Complete,0,0.425 (0.0)
3rings,Gaussian,Agglomerative,Average,0,0.472 (0.43)
3rings,Gaussian,Agglomerative,Single,0,0.6736 (0.27)
3rings,Gaussian,Agglomerative,Complete,0,0.5864 (0.3)
3rings,Gaussian,MultiMember,Average,0,0.2481 (0.29)
3rings,Gaussian,MultiMember,Single,0,0.6441 (0.18)
3rings,Gaussian,MultiMember,Complete,0,0.3683 (0.13)
3rings,Gaussian,K-Means,Average,0.02,0.3454 (0.0)
3rings,Gaussian,K-Means,Single,0.02,0.5254 (0.01)
3rings,Gaussian,K-Means,Complete,0.02,0.4138 (0.05)
3rings,Gaussian,Agglomerative,Average,0.02,0.1179 (0.08)
3rings,Gaussian,Agglomerative,Single,0.02,0.4778 (0.12)
3rings,Gaussian,Agglomerative,Complete,0.02,0.2945 (0.17)
3rings,Gaussian,MultiMember,Average,0.02,0.1029 (0.03)
3rings,Gaussian,MultiMember,Single,0.02,0.4194 (0.21)
3rings,Gaussian,MultiMember,Complete,0.02,0.2735 (0.15)
3rings,Gaussian,K-Means,Average,0.05,0.1083 (0.02)
3rings,Gaussian,K-Means,Single,0.05,0.3836 (0.19)
3rings,Gaussian,K-Means,Complete,0.05,0.346 (0.01)
3rings,Gaussian,Agglomerative,Average,0.05,0.082 (0.04)
3rings,Gaussian,Agglomerative,Single,0.05,0.2937 (0.13)
3rings,Gaussian,Agglomerative,Complete,0.05,0.0568 (0.05)
3rings,Gaussian,MultiMember,Average,0.05,0.146 (0.09)
3rings,Gaussian,MultiMember,Single,0.05,0.4825 (0.01)
3rings,Gaussian,MultiMember,Complete,0.05,0.0997 (0.04)
3rings,Gaussian,K-Means,Average,0.1,0.0405 (0.01)
3rings,Gaussian,K-Means,Single,0.1,0.0469 (0.05)
3rings,Gaussian,K-Means,Complete,0.1,0.1135 (0.07)
3rings,Gaussian,Agglomerative,Average,0.1,0.0272 (0.02)
3rings,Gaussian,Agglomerative,Single,0.1,0.0644 (0.02)
3rings,Gaussian,Agglomerative,Complete,0.1,0.0417 (0.01)
3rings,Gaussian,MultiMember,Average,0.1,0.0579 (0.01)
3rings,Gaussian,MultiMember,Single,0.1,0.1494 (0.15)
3rings,Gaussian,MultiMember,Complete,0.1,0.0794 (0.07)
3rings,Gaussian,K-Means,Average,0.15,0.0338 (0.03)
3rings,Gaussian,K-Means,Single,0.15,0.0519 (0.04)
3rings,Gaussian,K-Means,Complete,0.15,0.171 (0.08)
3rings,Gaussian,Agglomerative,Average,0.15,0.0468 (0.01)
3rings,Gaussian,Agglomerative,Single,0.15,0.0726 (0.02)
3rings,Gaussian,Agglomerative,Complete,0.15,0.0509 (0.02)
3rings,Gaussian,MultiMember,Average,0.15,0.0517 (0.01)
3rings,Gaussian,MultiMember,Single,0.15,0.2189 (0.13)
3rings,Gaussian,MultiMember,Complete,0.15,0.1274 (0.08)
3rings,Gaussian,K-Means,Average,0.25,0.0316 (0.02)
3rings,Gaussian,K-Means,Single,0.25,0.0318 (0.02)
3rings,Gaussian,K-Means,Complete,0.25,0.0087 (0.01)
3rings,Gaussian,Agglomerative,Average,0.25,0.0254 (0.01)
3rings,Gaussian,Agglomerative,Single,0.25,0.0228 (0.01)
3rings,Gaussian,Agglomerative,Complete,0.25,0.028 (0.01)
3rings,Gaussian,MultiMember,Average,0.25,0.0235 (0.01)
3rings,Gaussian,MultiMember,Single,0.25,0.0451 (0.06)
3rings,Gaussian,MultiMember,Complete,0.25,0.0286 (0.01)
3rings,Uniform,K-Means,Average,0,0.3778 (0.0)
3rings,Uniform,K-Means,Single,0,0.7178 (0.17)
3rings,Uniform,K-Means,Complete,0,0.4646 (0.05)
3rings,Uniform,Agglomerative,Average,0,0.418 (0.23)
3rings,Uniform,Agglomerative,Single,0,0.7523 (0.21)
3rings,Uniform,Agglomerative,Complete,0,0.469 (0.31)
3rings,Uniform,MultiMember,Average,0,0.157 (0.11)
3rings,Uniform,MultiMember,Single,0,0.7397 (0.21)
3rings,Uniform,MultiMember,Complete,0,0.1487 (0.04)
3rings,Uniform,K-Means,Average,0.02,0.2391 (0.12)
3rings,Uniform,K-Means,Single,0.02,0.5718 (0.16)
3rings,Uniform,K-Means,Complete,0.02,0.3507 (0.05)
3rings,Uniform,Agglomerative,Average,0.02,0.4175 (0.31)
3rings,Uniform,Agglomerative,Single,0.02,0.4704 (0.1)
3rings,Uniform,Agglomerative,Complete,0.02,0.1875 (0.1)
3rings,Uniform,MultiMember,Average,0.02,0.1408 (0.1)
3rings,Uniform,MultiMember,Single,0.02,0.4893 (0.05)
3rings,Uniform,MultiMember,Complete,0.02,0.2466 (0.14)
3rings,Uniform,K-Means,Average,0.05,0.0898 (0.02)
3rings,Uniform,K-Means,Single,0.05,0.4878 (0.01)
3rings,Uniform,K-Means,Complete,0.05,0.2637 (0.13)
3rings,Uniform,Agglomerative,Average,0.05,0.0802 (0.01)
3rings,Uniform,Agglomerative,Single,0.05,0.4127 (0.06)
3rings,Uniform,Agglomerative,Complete,0.05,0.127 (0.13)
3rings,Uniform,MultiMember,Average,0.05,0.0994 (0.02)
3rings,Uniform,MultiMember,Single,0.05,0.4959 (0.0)
3rings,Uniform,MultiMember,Complete,0.05,0.2316 (0.13)
3rings,Uniform,K-Means,Average,0.1,0.0444 (0.0)
3rings,Uniform,K-Means,Single,0.1,0.1964 (0.15)
3rings,Uniform,K-Means,Complete,0.1,0.1474 (0.1)
3rings,Uniform,Agglomerative,Average,0.1,0.0767 (0.03)
3rings,Uniform,Agglomerative,Single,0.1,0.0787 (0.1)
3rings,Uniform,Agglomerative,Complete,0.1,0.0767 (0.02)
3rings,Uniform,MultiMember,Average,0.1,0.089 (0.02)
3rings,Uniform,MultiMember,Single,0.1,0.1991 (0.16)
3rings,Uniform,MultiMember,Complete,0.1,0.1746 (0.09)
3rings,Uniform,K-Means,Average,0.15,0.0552 (0.03)
3rings,Uniform,K-Means,Single,0.15,0.1283 (0.14)
3rings,Uniform,K-Means,Complete,0.15,0.1044 (0.09)
3rings,Uniform,Agglomerative,Average,0.15,0.0435 (0.01)
3rings,Uniform,Agglomerative,Single,0.15,0.1785 (0.08)
3rings,Uniform,Agglomerative,Complete,0.15,0.0546 (0.01)
3rings,Uniform,MultiMember,Average,0.15,0.0437 (0.01)
3rings,Uniform,MultiMember,Single,0.15,0.2088 (0.11)
3rings,Uniform,MultiMember,Complete,0.15,0.0849 (0.07)
3rings,Uniform,K-Means,Average,0.25,0.0269 (0.01)
3rings,Uniform,K-Means,Single,0.25,0.0695 (0.09)
3rings,Uniform,K-Means,Complete,0.25,0.0483 (0.07)
3rings,Uniform,Agglomerative,Average,0.25,0.0284 (0.01)
3rings,Uniform,Agglomerative,Single,0.25,0.0149 (0.0)
3rings,Uniform,Agglomerative,Complete,0.25,0.0271 (0.01)
3rings,Uniform,MultiMember,Average,0.25,0.0409 (0.02)
3rings,Uniform,MultiMember,Single,0.25,0.0622 (0.1)
3rings,Uniform,MultiMember,Complete,0.25,0.1254 (0.07)
3rings,Quantization,K-Means,Average,0,0.3751 (0.0)
3rings,Quantization,K-Means,Single,0,0.7785 (0.19)
3rings,Quantization,K-Means,Complete,0,0.3888 (0.1)
3rings,Quantization,Agglomerative,Average,0,0.4536 (0.29)
3rings,Quantization,Agglomerative,Single,0,0.5385 (0.1)
3rings,Quantization,Agglomerative,Complete,0,0.3209 (0.23)
3rings,Quantization,MultiMember,Average,0,0.0923 (0.01)
3rings,Quantization,MultiMember,Single,0,0.647 (0.18)
3rings,Quantization,MultiMember,Complete,0,0.405 (0.32)
3rings,Quantization,K-Means,Average,0.02,0.377 (0.0)
3rings,Quantization,K-Means,Single,0.02,0.66 (0.17)
3rings,Quantization,K-Means,Complete,0.02,0.4256 (0.01)
3rings,Quantization,Agglomerative,Average,0.02,0.5159 (0.31)
3rings,Quantization,Agglomerative,Single,0.02,0.6279 (0.21)
3rings,Quantization,Agglomerative,Complete,0.02,0.5688 (0.3)
3rings,Quantization,MultiMember,Average,0.02,0.0931 (0.01)
3rings,Quantization,MultiMember,Single,0.02,0.6765 (0.16)
3rings,Quantization,MultiMember,Complete,0.02,0.0935 (0.02)
3rings,Quantization,K-Means,Average,0.05,0.3269 (0.1)
3rings,Quantization,K-Means,Single,0.05,0.654 (0.17)
3rings,Quantization,K-Means,Complete,0.05,0.4219 (0.02)
3rings,Quantization,Agglomerative,Average,0.05,0.3872 (0.01)
3rings,Quantization,Agglomerative,Single,0.05,0.5448 (0.09)
3rings,Quantization,Agglomerative,Complete,0.05,0.3327 (0.06)
3rings,Quantization,MultiMember,Average,0.05,0.1821 (0.11)
3rings,Quantization,MultiMember,Single,0.05,0.5704 (0.05)
3rings,Quantization,MultiMember,Complete,0.05,0.2983 (0.16)
3rings,Quantization,K-Means,Average,0.1,0.3718 (0.0)
3rings,Quantization,K-Means,Single,0.1,0.5517 (0.0)
3rings,Quantization,K-Means,Complete,0.1,0.4202 (0.02)
3rings,Quantization,Agglomerative,Average,0.1,0.5975 (0.27)
3rings,Quantization,Agglomerative,Single,0.1,0.7322 (0.22)
3rings,Quantization,Agglomerative,Complete,0.1,0.3358 (0.2)
3rings,Quantization,MultiMember,Average,0.1,0.136 (0.05)
3rings,Quantization,MultiMember,Single,0.1,0.5996 (0.03)
3rings,Quantization,MultiMember,Complete,0.1,0.277 (0.15)
3rings,Quantization,K-Means,Average,0.15,0.3018 (0.1)
3rings,Quantization,K-Means,Single,0.15,0.5247 (0.01)
3rings,Quantization,K-Means,Complete,0.15,0.4047 (0.02)
3rings,Quantization,Agglomerative,Average,0.15,0.3795 (0.06)
3rings,Quantization,Agglomerative,Single,0.15,0.3628 (0.01)
3rings,Quantization,Agglomerative,Complete,0.15,0.3003 (0.1)
3rings,Quantization,MultiMember,Average,0.15,0.1524 (0.1)
3rings,Quantization,MultiMember,Single,0.15,0.4137 (0.17)
3rings,Quantization,MultiMember,Complete,0.15,0.3133 (0.12)
3rings,Quantization,K-Means,Average,0.25,0.3037 (0.09)
3rings,Quantization,K-Means,Single,0.25,0.5124 (0.01)
3rings,Quantization,K-Means,Complete,0.25,0.4251 (0.05)
3rings,Quantization,Agglomerative,Average,0.25,0.1624 (0.16)
3rings,Quantization,Agglomerative,Single,0.25,0.5071 (0.01)
3rings,Quantization,Agglomerative,Complete,0.25,0.0949 (0.14)
3rings,Quantization,MultiMember,Average,0.25,0.1221 (0.02)
3rings,Quantization,MultiMember,Single,0.25,0.4403 (0.15)
3rings,Quantization,MultiMember,Complete,0.25,0.2144 (0.15)
5blobs,Gaussian,K-Means,Average,0,1.0 (0.0)
5blobs,Gaussian,K-Means,Single,0,1.0 (0.0)
5blobs,Gaussian,K-Means,Complete,0,0.9797 (0.04)
5blobs,Gaussian,Agglomerative,Average,0,1.0 (0.0)
5blobs,Gaussian,Agglomerative,Single,0,1.0 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Average,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Single,0,1.0 (0.0)
5blobs,Gaussian,MultiMember,Complete,0,0.9736 (0.05)
5blobs,Gaussian,K-Means,Average,0.02,0.9607 (0.0)
5blobs,Gaussian,K-Means,Single,0.02,0.9595 (0.0)
5blobs,Gaussian,K-Means,Complete,0.02,0.8702 (0.12)
5blobs,Gaussian,Agglomerative,Average,0.02,0.9357 (0.03)
5blobs,Gaussian,Agglomerative,Single,0.02,0.9542 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0.02,0.8804 (0.05)
5blobs,Gaussian,MultiMember,Average,0.02,0.9414 (0.04)
5blobs,Gaussian,MultiMember,Single,0.02,0.9398 (0.04)
5blobs,Gaussian,MultiMember,Complete,0.02,0.9197 (0.05)
5blobs,Gaussian,K-Means,Average,0.05,0.8523 (0.01)
5blobs,Gaussian,K-Means,Single,0.05,0.7138 (0.16)
5blobs,Gaussian,K-Means,Complete,0.05,0.8386 (0.02)
5blobs,Gaussian,Agglomerative,Average,0.05,0.8411 (0.01)
5blobs,Gaussian,Agglomerative,Single,0.05,0.8429 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0.05,0.7675 (0.04)
5blobs,Gaussian,MultiMember,Average,0.05,0.8234 (0.03)
5blobs,Gaussian,MultiMember,Single,0.05,0.7071 (0.1)
5blobs,Gaussian,MultiMember,Complete,0.05,0.7433 (0.07)
5blobs,Gaussian,K-Means,Average,0.1,0.66 (0.04)
5blobs,Gaussian,K-Means,Single,0.1,0.5344 (0.1)
5blobs,Gaussian,K-Means,Complete,0.1,0.6737 (0.05)
5blobs,Gaussian,Agglomerative,Average,0.1,0.5304 (0.27)
5blobs,Gaussian,Agglomerative,Single,0.1,0.4731 (0.12)
5blobs,Gaussian,Agglomerative,Complete,0.1,0.4975 (0.13)
5blobs,Gaussian,MultiMember,Average,0.1,0.7067 (0.04)
5blobs,Gaussian,MultiMember,Single,0.1,0.4661 (0.06)
5blobs,Gaussian,MultiMember,Complete,0.1,0.6618 (0.03)
5blobs,Gaussian,K-Means,Average,0.15,0.6602 (0.01)
5blobs,Gaussian,K-Means,Single,0.15,0.3611 (0.08)
5blobs,Gaussian,K-Means,Complete,0.15,0.5813 (0.05)
5blobs,Gaussian,Agglomerative,Average,0.15,0.5078 (0.05)
5blobs,Gaussian,Agglomerative,Single,0.15,0.4587 (0.06)
5blobs,Gaussian,Agglomerative,Complete,0.15,0.498 (0.06)
5blobs,Gaussian,MultiMember,Average,0.15,0.65 (0.0)
5blobs,Gaussian,MultiMember,Single,0.15,0.27 (0.23)
5blobs,Gaussian,MultiMember,Complete,0.15,0.5412 (0.09)
5blobs,Gaussian,K-Means,Average,0.25,0.4859 (0.01)
5blobs,Gaussian,K-Means,Single,0.25,0.2477 (0.15)
5blobs,Gaussian,K-Means,Complete,0.25,0.4409 (0.03)
5blobs,Gaussian,Agglomerative,Average,0.25,0.3523 (0.03)
5blobs,Gaussian,Agglomerative,Single,0.25,0.3325 (0.0)
5blobs,Gaussian,Agglomerative,Complete,0.25,0.333 (0.01)
5blobs,Gaussian,MultiMember,Average,0.25,0.4532 (0.02)
5blobs,Gaussian,MultiMember,Single,0.25,0.237 (0.14)
5blobs,Gaussian,MultiMember,Complete,0.25,0.4323 (0.03)
5blobs,Uniform,K-Means,Average,0,1.0 (0.0)
5blobs,Uniform,K-Means,Single,0,1.0 (0.0)
5blobs,Uniform,K-Means,Complete,0,0.9781 (0.04)
5blobs,Uniform,Agglomerative,Average,0,1.0 (0.0)
5blobs,Uniform,Agglomerative,Single,0,1.0 (0.0)
5blobs,Uniform,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Average,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Single,0,1.0 (0.0)
5blobs,Uniform,MultiMember,Complete,0,0.9526 (0.06)
5blobs,Uniform,K-Means,Average,0.02,0.9545 (0.0)
5blobs,Uniform,K-Means,Single,0.02,0.9545 (0.0)
5blobs,Uniform,K-Means,Complete,0.02,0.9533 (0.0)
5blobs,Uniform,Agglomerative,Average,0.02,0.9535 (0.0)
5blobs,Uniform,Agglomerative,Single,0.02,0.8691 (0.04)
5blobs,Uniform,Agglomerative,Complete,0.02,0.9518 (0.0)
5blobs,Uniform,MultiMember,Average,0.02,0.9533 (0.0)
5blobs,Uniform,MultiMember,Single,0.02,0.9535 (0.0)
5blobs,Uniform,MultiMember,Complete,0.02,0.9129 (0.05)
5blobs,Uniform,K-Means,Average,0.05,0.7799 (0.08)
5blobs,Uniform,K-Means,Single,0.05,0.6888 (0.06)
5blobs,Uniform,K-Means,Complete,0.05,0.8015 (0.04)
5blobs,Uniform,Agglomerative,Average,0.05,0.7824 (0.04)
5blobs,Uniform,Agglomerative,Single,0.05,0.7519 (0.0)
5blobs,Uniform,Agglomerative,Complete,0.05,0.7649 (0.06)
5blobs,Uniform,MultiMember,Average,0.05,0.8037 (0.04)
5blobs,Uniform,MultiMember,Single,0.05,0.6667 (0.16)
5blobs,Uniform,MultiMember,Complete,0.05,0.7864 (0.05)
5blobs,Uniform,K-Means,Average,0.1,0.7121 (0.04)
5blobs,Uniform,K-Means,Single,0.1,0.592 (0.07)
5blobs,Uniform,K-Means,Complete,0.1,0.7415 (0.01)
5blobs,Uniform,Agglomerative,Average,0.1,0.7164 (0.04)
5blobs,Uniform,Agglomerative,Single,0.1,0.6994 (0.04)
5blobs,Uniform,Agglomerative,Complete,0.1,0.7084 (0.06)
5blobs,Uniform,MultiMember,Average,0.1,0.6789 (0.04)
5blobs,Uniform,MultiMember,Single,0.1,0.6157 (0.06)
5blobs,Uniform,MultiMember,Complete,0.1,0.6596 (0.02)
5blobs,Uniform,K-Means,Average,0.15,0.6519 (0.0)
5blobs,Uniform,K-Means,Single,0.15,0.4528 (0.09)
5blobs,Uniform,K-Means,Complete,0.15,0.592 (0.07)
5blobs,Uniform,Agglomerative,Average,0.15,0.5595 (0.04)
5blobs,Uniform,Agglomerative,Single,0.15,0.5745 (0.04)
5blobs,Uniform,Agglomerative,Complete,0.15,0.502 (0.1)
5blobs,Uniform,MultiMember,Average,0.15,0.6229 (0.05)
5blobs,Uniform,MultiMember,Single,0.15,0.4747 (0.06)
5blobs,Uniform,MultiMember,Complete,0.15,0.5799 (0.03)
5blobs,Uniform,K-Means,Average,0.25,0.4756 (0.01)
5blobs,Uniform,K-Means,Single,0.25,0.2528 (0.13)
5blobs,Uniform,K-Means,Complete,0.25,0.4761 (0.01)
5blobs,Uniform,Agglomerative,Average,0.25,0.2592 (0.03)
5blobs,Uniform,Agglomerative,Single,0.25,0.1679 (0.13)
5blobs,Uniform,Agglomerative,Complete,0.25,0.2839 (0.06)
5blobs,Uniform,MultiMember,Average,0.25,0.4618 (0.03)
5blobs,Uniform,MultiMember,Single,0.25,0.2406 (0.12)
5blobs,Uniform,MultiMember,Complete,0.25,0.4345 (0.04)
5blobs,Quantization,K-Means,Average,0,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0,0.9745 (0.05)
5blobs,Quantization,Agglomerative,Average,0,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0,1.0 (0.0)
5blobs,Quantization,Agglomerative,Complete,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Average,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Single,0,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0,0.9291 (0.09)
5blobs,Quantization,K-Means,Average,0.02,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0.02,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0.02,0.9442 (0.11)
5blobs,Quantization,Agglomerative,Average,0.02,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0.02,1.0 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.02,1.0 (0.0)
5blobs,Quantization,MultiMember,Average,0.02,1.0 (0.0)
5blobs,Quantization,MultiMember,Single,0.02,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0.02,0.9782 (0.04)
5blobs,Quantization,K-Means,Average,0.05,0.994 (0.0)
5blobs,Quantization,K-Means,Single,0.05,0.9952 (0.0)
5blobs,Quantization,K-Means,Complete,0.05,0.9952 (0.0)
5blobs,Quantization,Agglomerative,Average,0.05,0.994 (0.0)
5blobs,Quantization,Agglomerative,Single,0.05,0.994 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Average,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Single,0.05,0.994 (0.0)
5blobs,Quantization,MultiMember,Complete,0.05,0.994 (0.0)
5blobs,Quantization,K-Means,Average,0.1,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0.1,1.0 (0.0)
5blobs,Quantization,K-Means,Complete,0.1,0.9543 (0.05)
5blobs,Quantization,Agglomerative,Average,0.1,1.0 (0.0)
5blobs,Quantization,Agglomerative,Single,0.1,1.0 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.1,1.0 (0.0)
5blobs,Quantization,MultiMember,Average,0.1,0.9988 (0.0)
5blobs,Quantization,MultiMember,Single,0.1,1.0 (0.0)
5blobs,Quantization,MultiMember,Complete,0.1,0.9501 (0.06)
5blobs,Quantization,K-Means,Average,0.15,0.9976 (0.0)
5blobs,Quantization,K-Means,Single,0.15,0.9971 (0.01)
5blobs,Quantization,K-Means,Complete,0.15,0.9988 (0.0)
5blobs,Quantization,Agglomerative,Average,0.15,0.994 (0.0)
5blobs,Quantization,Agglomerative,Single,0.15,0.994 (0.0)
5blobs,Quantization,Agglomerative,Complete,0.15,0.9757 (0.04)
5blobs,Quantization,MultiMember,Average,0.15,0.9988 (0.0)
5blobs,Quantization,MultiMember,Single,0.15,0.9964 (0.0)
5blobs,Quantization,MultiMember,Complete,0.15,0.9562 (0.05)
5blobs,Quantization,K-Means,Average,0.25,1.0 (0.0)
5blobs,Quantization,K-Means,Single,0.25,0.9797 (0.04)
5blobs,Quantization,K-Means,Complete,0.25,1.0 (0.0)
5blobs,Quantization,Agglomerative,Average,0.25,0.9733 (0.04)
5blobs,Quantization,Agglomerative,Single,0.25,0.8968 (0.0)
